1238,25614,1
15627,19484,2
28300,27792,3
12523,15741,4
3875,7484,5
12193,15110,6
25687,7887,7
20947,13674,8
2688,16725,9
22840,16586,10
8325,31440,11
25384,20087,12
13424,23201,13
5169,24355,14
20171,5257,15
10960,9468,16
9665,7319,17
20182,22739,18
15919,27352,19
6497,15473,20
18569,2076,21
14584,5246,22
8236,3511,23
21317,21729,24
925,3492,25
19324,1980,26
27515,30293,27
32759,4496,28
23535,5006,29
29063,29290,30
18931,9864,31
30280,4773,32
27594,28342,33
3884,25083,34
9046,6447,35
20998,19778,36
29202,7493,37
16985,13238,38
5276,4583,39
8716,10585,40
26076,13850,41
8461,18811,42
17411,8966,43
15495,32305,44
23066,5119,45
0,27193,46
22070,21221,47
11380,20387,48
18074,30404,49
22167,29717,50
6023,1939,51
11843,31102,52
14067,30967,53
1906,14426,54
8661,31619,55
237,19707,56
28514,30332,57
3624,23053,58
11189,320,59
27720,13076,60
11318,13174,61
7907,12932,62
10366,32311,63
25534,16243,64
29112,15968,65
18276,26199,66
10902,4681,67
162,9559,68
28998,26809,69
18466,15020,70
9158,24853,71
2961,14225,72
8335,24477,73
27540,10570,74
4603,5836,75
15311,23706,76
25461,8876,77
11203,22855,78
10817,684,79
5184,8126,80
30795,19490,81
3580,7845,82
20425,697,83
1365,20407,84
18028,5341,85
18828,1944,86
22773,14096,87
6532,19722,88
31105,11647,89
25736,6873,90
7799,21804,91
744,21716,92
9528,8637,93
15221,9925,94
274,540,95
11295,22487,96
17100,20062,97
24156,27490,98
4462,27817,99
3299,26645,100
17898,20808,101
21827,31122,102
23937,6570,103
13790,27074,104
21979,26019,105
26805,17900,106
9250,4952,107
422,27530,108
2456,16784,109
24148,28956,110
21344,13956,111
10915,6639,112
31246,1584,113
12608,23834,114
22378,21033,115
12661,2668,116
10895,30532,117
1917,13432,118
28739,21623,119
16313,13887,120
15754,10674,121
31497,25212,122
31339,31745,123
12900,8542,124
19144,25349,125
20784,31774,126
10007,29702,127
3015,26275,128
24093,5003,129
13445,1991,130
9079,1064,131
26800,24461,132
10967,7168,133
24233,20206,134
18637,7170,135
22571,15860,136
5071,5245,137
31962,5994,138
13348,12478,139
20048,9862,140
11122,11505,141
29859,12573,142
12627,14280,143
18867,23319,144
28112,3774,145
8969,19557,146
30815,15325,147
8471,27031,148
38,26630,149
22568,2474,150
7180,9135,151
908,9183,152
22005,129,153
23649,17929,154
16040,24364,155
1230,9020,156
7518,26878,157
13408,20093,158
28408,27634,159
18935,14055,160
29421,23319,161
22903,12028,162
17638,2075,163
31239,5284,164
9685,17411,165
9147,8036,166
7687,685,167
25415,17657,168
16195,20323,169
10087,17536,170
8947,28774,171
20781,1371,172
10393,16527,173
11950,20913,174
24750,18610,175
25512,4356,176
23943,335,177
17192,5934,178
10439,12130,179
4952,18243,180
22078,1907,181
25153,1936,182
10155,10012,183
17741,14713,184
7743,2767,185
16129,29044,186
18033,30069,187
22701,4817,188
19785,5486,189
4439,17398,190
22673,29626,191
24356,16083,192
2726,24298,193
31658,19271,194
9501,21297,195
25211,17972,196
11466,32151,197
19902,20908,198
4153,15819,199
22644,24678,200
23614,25966,201
15134,5457,202
13969,31600,203
30648,18544,204
18248,19972,205
10568,12024,206
23660,16091,207
29711,15439,208
18992,21780,209
9752,7361,210
1899,112,211
8941,6019,212
23354,17748,213
18978,1109,214
4643,18823,215
24519,15279,216
20684,24475,217
9669,28836,218
30815,23087,219
18207,6795,220
16712,6110,221
31504,9328,222
18804,22225,223
24537,709,224
14166,7163,225
6772,29156,226
22704,28739,227
1086,31936,228
20641,30416,229
21768,6971,230
31780,20016,231
26125,9226,232
2000,5923,233
11147,7896,234
24676,18102,235
16131,16246,236
29438,15233,237
7164,30173,238
10597,1388,239
31331,25176,240
15491,23401,241
32352,8078,242
7401,23866,243
16971,32748,244
6937,28284,245
19904,16040,246
18946,18794,247
5676,18315,248
2266,6269,249
22373,2843,250
5067,4399,251
6159,26385,252
9540,18113,253
1797,12817,254
24556,22538,255
15170,12921,256
17739,13645,257
27809,669,258
24128,21762,259
21987,15157,260
4902,3447,261
16186,14828,262
8656,30153,263
24307,8572,264
13428,8554,265
16087,26129,266
18009,20859,267
8349,32216,268
17278,18556,269
4723,23567,270
10549,32491,271
2826,25853,272
26561,3246,273
6503,7372,274
25611,22754,275
17972,23339,276
31518,12637,277
13064,1371,278
25581,13130,279
16306,28694,280
26228,25779,281
12850,2057,282
19252,2858,283
18306,18843,284
16097,21727,285
1930,24518,286
25984,17092,287
6508,3952,288
13065,32633,289
19151,5804,290
16537,3630,291
16502,30818,292
7171,24034,293
841,18735,294
25975,16412,295
12511,20256,296
22540,11158,297
29403,10029,298
1503,1603,299
7545,23709,300
15371,27522,301
30951,14124,302
23091,3557,303
26573,4298,304
9422,28731,305
6644,29679,306
11276,29901,307
25026,13661,308
27796,20757,309
29745,23970,310
23539,10273,311
24858,26872,312
7860,15675,313
15302,3097,314
4740,14698,315
15571,32162,316
17638,18933,317
17455,20739,318
3884,4528,319
2136,6976,320
30586,21543,321
32158,22896,322
14834,24659,323
21951,29724,324
25041,4470,325
26432,8101,326
11654,2559,327
2829,11480,328
24682,28993,329
30526,10809,330
1978,26830,331
19128,28239,332
32670,23929,333
10724,10402,334
4466,8066,335
27588,19258,336
9243,22618,337
4668,18465,338
15077,28352,339
31653,10681,340
18270,2030,341
14321,17266,342
1645,28078,343
11927,17179,344
22620,14328,345
14237,12099,346
29801,5105,347
26813,23283,348
10842,20058,349
14494,32199,350
17628,22299,351
29419,22327,352
26494,22901,353
24492,13188,354
17868,10965,355
20931,15458,356
30911,20303,357
4254,11442,358
26517,3736,359
23044,19889,360
4171,7392,361
17221,98,362
25469,16998,363
28075,30530,364
15325,18368,365
27507,1446,366
25158,567,367
15056,7814,368
30515,2565,369
17484,1525,370
23646,6532,371
10284,27667,372
21084,32000,373
12969,386,374
30409,30180,375
12164,12236,376
20809,11052,377
18753,9417,378
20582,28539,379
5939,15079,380
32471,16944,381
1041,31694,382
26889,31616,383
5152,9287,384
28575,19876,385
27699,32100,386
10182,26881,387
30978,21993,388
29650,1959,389
26729,1470,390
22389,16497,391
28804,22967,392
31375,8741,393
1970,29348,394
25559,22167,395
28101,699,396
1193,16770,397
19180,5539,398
5287,20812,399
15563,1275,400
31900,8408,401
18070,26911,402
4402,12422,403
19141,31904,404
14756,9157,405
7019,5447,406
26739,2646,407
25978,28935,408
7517,3455,409
436,5653,410
31778,4868,411
20681,11785,412
15496,32270,413
21108,12395,414
4966,12342,415
18406,9797,416
19677,8461,417
32096,18313,418
15450,32018,419
8658,22110,420
7061,26999,421
25422,3871,422
16853,4027,423
3903,13282,424
15141,4388,425
29937,16519,426
13945,26655,427
26318,11315,428
23781,13839,429
30756,10275,430
4365,32037,431
30460,18322,432
13109,29423,433
26858,20848,434
14027,7641,435
5981,3759,436
2850,3320,437
9563,15178,438
14930,17859,439
786,3630,440
12268,25233,441
9090,17015,442
4257,24203,443
21952,6208,444
21769,17121,445
17938,29894,446
4561,24160,447
8981,6105,448
17288,32428,449
13730,6744,450
32738,14599,451
12386,30158,452
15258,18737,453
6646,23850,454
21067,28075,455
15426,19040,456
3244,1167,457
18660,544,458
26947,18787,459
14931,25858,460
26875,4433,461
2537,18010,462
4826,8854,463
11507,18927,464
25859,17537,465
19710,21800,466
14758,5368,467
7103,7210,468
27084,22477,469
14295,22534,470
14869,14692,471
21296,20745,472
19408,17974,473
2156,28301,474
29360,20299,475
18629,15304,476
2100,15797,477
13316,4297,478
25486,1765,479
4232,32409,480
30462,26252,481
32644,27183,482
1122,8382,483
28760,11755,484
9771,30892,485
22157,13163,486
12296,9761,487
6229,10926,488
14721,32400,489
15451,9320,490
11255,12042,491
2802,12485,492
5657,18293,493
17011,32753,494
30939,20726,495
20576,8765,496
4378,966,497
9132,10228,498
17934,19935,499
26451,20855,500
10978,10163,501
4927,12711,502
18359,14586,503
13862,12373,504
24113,30837,505
20715,5094,506
27160,14468,507
14767,13185,508
6850,32535,509
27441,11388,510
21571,6268,511
4995,9125,512
26664,25032,513
8519,30197,514
12077,18158,515
16113,21742,516
24015,25095,517
4180,25433,518
10041,28582,519
15362,164,520
4164,14943,521
20670,5936,522
32585,15657,523
11381,11130,524
12953,9212,525
9993,24327,526
6321,20595,527
32051,16612,528
27415,11703,529
4520,23308,530
14473,7606,531
26212,403,532
7436,31384,533
14309,13074,534
27810,29707,535
1383,26839,536
5262,9462,537
25496,23898,538
29516,1551,539
7852,2095,540
27145,14921,541
8703,13926,542
26139,12828,543
4067,31889,544
6178,4352,545
23292,24159,546
2160,16021,547
32319,6644,548
28973,20358,549
29814,9858,550
8580,24512,551
6182,30443,552
23176,29338,553
21978,3989,554
19690,8745,555
27346,17162,556
24504,3303,557
12192,27155,558
25071,18626,559
25192,539,560
